recorded_at,period_key,month_num,from_store_key,dest_store_key,brand_name,flavor_name,quantity,status,comment
2026-03-02,202603,3,office,baba_main,Azure Gold Line,Ice Lime,1500,completed,
2026-03-16,202603,3,office,baba_2nd,Azure Gold Line,Ice Lime,1000,completed,
2026-02-28,202603,3,office,nakano,Azure Gold Line,Ice Pear,500,completed,
2026-02-28,202603,3,office,nakano,Azure Gold Line,Jungle Juice,1000,completed,
2026-02-28,202603,3,office,nakano,Azure Gold Line,Kokutou,500,completed,
2026-03-01,202603,3,office,baba_2nd,Azure Gold Line,Kokutou,500,completed,
2026-03-01,202603,3,office,baba_2nd,Azure Black Line,Kokutou (Black),500,completed,
2026-02-28,202603,3,office,nakano,Azure Gold Line,Lime,1000,completed,
2026-03-16,202603,3,office,baba_2nd,Azure Gold Line,Lime,500,completed,
2026-02-28,202603,3,office,nakano,Azure Gold Line,Limoncello,1000,completed,
2026-03-07,202603,3,office,baba_2nd,Azure Gold Line,Limoncello,500,completed,
2026-03-16,202603,3,office,baba_2nd,Azure Gold Line,Limoncello,500,completed,
2026-02-28,202603,3,office,nakano,Azure Gold Line,Lychee,1000,completed,
2026-03-01,202603,3,office,baba_2nd,Azure Gold Line,Lychee,1000,completed,
2026-03-02,202603,3,office,baba_main,Azure Gold Line,Lychee,500,completed,
2026-03-16,202603,3,office,baba_2nd,Azure Gold Line,Lychee,500,completed,
2026-03-02,202603,3,office,baba_main,Azure Black Line,Lychee (Black),200,completed,
2026-02-28,202603,3,office,nakano,Azure Gold Line,Mexicola,1000,completed,
2026-03-01,202603,3,office,baba_2nd,Azure Gold Line,Mexicola,500,completed,
2026-03-02,202603,3,office,baba_main,Azure Gold Line,Mexicola,1000,completed,
2026-03-16,202603,3,office,baba_2nd,Azure Gold Line,Mexicola,500,completed,
2026-03-16,202603,3,office,baba_2nd,Azure Gold Line,New Grape Mint,500,completed,
2026-02-28,202603,3,office,nakano,Azure Gold Line,Orange Crush,500,completed,
2026-02-28,202603,3,office,nakano,Azure Black Line,Orange Crush (Black),500,completed,
2026-03-02,202603,3,office,baba_main,Azure Black Line,Orange Crush (Black),500,completed,
2026-03-16,202603,3,baba_2nd,,Azure Black Line,Orange Crush (Black),100,completed,
2026-02-28,202603,3,office,nakano,Azure Gold Line,Passion Fruit,500,completed,
2026-03-16,202603,3,office,baba_2nd,Azure Gold Line,Pineapple Express,500,completed,
2026-03-07,202603,3,office,baba_2nd,Azure Gold Line,Queen Of Fruits,500,completed,
2026-03-16,202603,3,office,baba_2nd,Azure Gold Line,Queen Of Fruits,500,completed,
2026-03-01,202603,3,office,baba_2nd,Azure Gold Line,Rio Mint,500,completed,
2026-03-01,202603,3,office,baba_2nd,Azure Gold Line,Royal Mango,500,completed,
2026-03-02,202603,3,office,baba_main,Azure Gold Line,Royal Mango,500,completed,
2026-03-02,202603,3,baba_main,baba_2nd,Azure Gold Line,Solana Beach,100,completed,
2026-03-02,202603,3,office,baba_main,Azure Gold Line,Sour,500,completed,
2026-02-28,202603,3,office,nakano,Azure Gold Line,Tropical Paradise,500,completed,
2026-03-01,202603,3,office,baba_2nd,Azure Gold Line,Tropical Paradise,500,completed,
2026-02-26,202603,3,,office,Fumari,Banana Custard,1200,completed,
2026-02-28,202603,3,office,nakano,Fumari,Banana Custard,500,completed,
2026-03-01,202603,3,office,baba_2nd,Fumari,Banana Custard,500,completed,
2026-03-02,202603,3,office,baba_main,Fumari,Banana Custard,200,completed,
2026-02-26,202603,3,,office,Hookafina,Double Melon Blast,300,completed,
2026-03-01,202603,3,office,baba_2nd,Hookafina,Double Melon Blast,300,completed,
2026-02-26,202603,3,nakano,baba_2nd,Hookafina,Orange Mint,100,completed,
2026-02-26,202603,3,,office,Hookafina,Salted Caramel Waffle,5000,completed,
2026-03-01,202603,3,office,baba_2nd,Hookafina,Salted Caramel Waffle,500,completed,
2026-02-26,202603,3,office,,Hookafina,Salted Caramel Waffle,500,completed,通関ミスの為、そもそもー500g入荷してた。
2026-02-26,202603,3,nakano,baba_2nd,Hookafina,Strawberry Margarita,100,completed,
2026-03-01,202603,3,office,baba_2nd,Hookafina,Vanilla Shake,200,completed,
2026-02-26,202603,3,nakano,baba_2nd,Musthave,Cookie,25,completed,
2026-02-26,202603,3,nakano,baba_2nd,Musthave,Marula,50,completed,
2026-02-26,202603,3,nakano,baba_2nd,Musthave,Nord Star,25,completed,
2026-03-01,202603,3,office,baba_2nd,Starbuzz/Bold,Lebanese Bomb Shell,250,completed,
2026-03-01,202603,3,office,baba_2nd,Trifecta,Nawar,500,completed,
2026-03-02,202603,3,office,baba_main,Tangiers Noir,Bacon,250,completed,
2026-02-28,202603,3,office,nakano,Tangiers Noir,Cane Mint,500,completed,
2026-03-01,202603,3,office,baba_2nd,Tangiers Noir,Cane Mint,500,completed,
2026-03-02,202603,3,office,baba_main,Tangiers Burley,Cane Mint (Burley),200,completed,
2026-03-02,202603,3,office,baba_main,Tangiers Noir,Caramel Apple,200,completed,
2026-03-01,202603,3,office,baba_2nd,Tangiers Noir,Cherry Limeade,200,completed,
2026-03-02,202603,3,office,baba_main,Tangiers Noir,Chocolate Iced Cream,250,completed,
2026-03-02,202603,3,office,baba_main,Tangiers Noir,Foreplay On The Peach,100,completed,
2026-03-02,202603,3,office,baba_main,Tangiers Noir,Ginger Pear,250,completed,
2026-02-26,202603,3,,office,Tangiers Noir,Kiwi,500,completed,
2026-03-02,202603,3,office,baba_main,Tangiers Noir,Kiwi,500,completed,
2026-03-02,202603,3,office,baba_main,Tangiers Noir,Lemon Tea,200,completed,
2026-03-02,202603,3,office,baba_main,Tangiers Noir,Maraschino Cherry,100,completed,
2026-03-02,202603,3,office,baba_main,Tangiers Noir,Raspberry Iced Tea,100,completed,
2026-03-02,202603,3,office,baba_main,Tangiers Noir,Strawberry,100,completed,
2026-03-02,202603,3,office,baba_main,Tangiers Noir,Yunnan Shaddock,100,completed,
